time,ANG_1,VOL_1,ANG_2,VOL_2,ANG_3,VOL_3,ANG_4,VOL_4,ANG_5,VOL_5,ANG_6,VOL_6,ANG_7,VOL_7,ANG_8,VOL_8,ANG_9,VOL_9
46.0,0.0,1.0,-20.606973405204236,0.9999999999999998,-24.546237777974824,1.0,-15.165868389503558,0.8919783640041745,-26.831358196866145,0.8530460363507892,-27.534405931727296,0.9555007611129279,-32.42590783402149,0.9066747501713032,-26.848562807311733,0.9370318846788113,-30.545996975346522,0.7956569454044911
28.0,0.0,1.0,-19.72559711545161,1.0,-24.373313105973605,1.0,-14.916284408071006,0.8949829016509114,-27.333843262694018,0.8456639951823395,-27.371657433021532,0.9522608033604181,-31.89941078360424,0.8991759408380134,-25.973408969520356,0.9361023525646704,-28.932552058885268,0.8085886219311083
200.0,0.0,1.0,-21.29958440885504,0.9999999999999999,-25.855250625704155,0.9999999999999997,-15.420004224387172,0.8933733211870963,-28.292268056332244,0.8417397288857846,-28.846373558497476,0.954557726610547,-33.58881772341033,0.9097785932663944,-27.517890469466263,0.9405265702507918,-29.915776299521987,0.8113252510734905
134.0,0.0,1.0,-19.38774209155954,1.0,-23.941627516072675,1.0,-14.720563593787995,0.904010534953117,-26.764876637172144,0.8631014952626924,-26.929156988319257,0.9557048452355543,-31.59918922897577,0.9006773632887045,-25.617661500914497,0.9387802067347398,-28.423511336213064,0.8211041951610426
95.0,0.0,1.0,-19.361616306786267,0.9999999999999998,-23.988037302985244,1.0,-14.739406003565536,0.9008326850266473,-26.887493690496278,0.8464461460304343,-26.982353501462303,0.9535406712498433,-31.52846301032453,0.9030049656629248,-25.580029086343682,0.9405104925793571,-28.4294150467762,0.8258199491234263
39.0,0.0,1.0,-24.378676047236215,0.9999999999999999,-28.579377348664526,0.9999999999999999,-16.56733076775781,0.8774809036517929,-30.14526946096246,0.8265132429466411,-31.594817739354315,0.9468668963257433,-36.8081517200943,0.8949086128008227,-30.666573114338632,0.9301584679562072,-33.133658904633414,0.7845214350857467
69.0,0.0,1.0,-20.61831329558666,0.9999999999999999,-24.839931439616773,0.9999999999999999,-15.159534203659865,0.9011206980678105,-27.134361535508866,0.8559091017596768,-27.82801862079314,0.9555266302387826,-32.73561007227244,0.9051116314099729,-26.83481626071137,0.9407982980379989,-29.759668294171448,0.8225472951884522
5.0,0.0,1.0,-20.865013664284835,0.9999999999999999,-25.175744887543622,0.9999999999999998,-15.314282267542241,0.9008426213982434,-27.597890198326066,0.8556553439720274,-28.15843206466521,0.9572549955657268,-32.96700819425385,0.9106706788905108,-27.066868988701735,0.9430115748990736,-29.89197679564368,0.8229806373939852
30.0,0.0,1.0,-20.164332095489545,1.0,-24.470426824575092,1.0,-14.717395906081103,0.9018420628456922,-26.506715913499857,0.8582422208963226,-27.457628168117623,0.9558097293458085,-32.517401920610595,0.9051739594535566,-26.386360102282687,0.9399661693426601,-28.733824369315737,0.8186827294220164
131.0,0.0,1.0,-21.16826500903364,0.9999999999999999,-25.424279442268517,0.9999999999999998,-15.6076838038831,0.8962900078981173,-28.01531068026064,0.8523470242595339,-28.42040506151373,0.9529653332960558,-33.18382609790292,0.8982693575094106,-27.41156325072143,0.9367764271963578,-30.77408769395607,0.8138744137838038
27.0,0.0,1.0,-21.4380287075444,0.9999999999999997,-25.48474328768812,1.0,-15.273625476664943,0.8917452939733947,-27.256961499076414,0.8488979592954415,-28.48265521125426,0.9523980271944589,-33.67026154431484,0.8998504656269316,-27.69511643031232,0.9347201291826942,-30.5083699660777,0.7992399312121508
70.0,0.0,1.0,-20.90227668862133,1.0,-25.174076293029295,0.9999999999999999,-15.085895657981718,0.8941831739699225,-27.21443272809925,0.8497738357190451,-28.169654459580116,0.9531393323834694,-33.20743462952639,0.9012738227764031,-27.150328313570295,0.9360665718525746,-29.735504521815905,0.8043002496004611
143.0,0.0,1.0,-19.880880335380454,0.9999999999999998,-24.020318032760517,1.0,-14.759872671200664,0.8955276272478467,-26.319586891011333,0.8486209744727722,-27.009749686907814,0.955097279545849,-31.86723980960443,0.9078545427929154,-26.10692165909005,0.9393626499616242,-29.32069353418214,0.8073729611661364
35.0,0.0,1.0,-19.686977907282834,0.9999999999999999,-23.894706582510178,1.0,-14.673761237443536,0.902104683725816,-26.17586229090564,0.8537916920221457,-26.882630497108693,0.9555787949223622,-31.780560166223008,0.9065115731448394,-25.898619762550965,0.9415316582926284,-28.845537538681384,0.8235959545996808
43.0,0.0,1.0,-18.666294528646137,0.9999999999999996,-23.35480057693851,0.9999999999999999,-14.533262203956024,0.899293647815184,-26.610568606565973,0.8502021166299915,-26.345055164397756,0.9548346704948096,-30.705618373193794,0.9045183657523526,-24.89195786379559,0.939419458321571,-28.038178376629357,0.8154364218789943
137.0,0.0,1.0,-18.601166379386424,1.0,-23.153300650060412,1.0,-14.536087214282505,0.902677944706616,-26.371430429847162,0.8582883506751972,-26.138200978376023,0.9565458813624402,-30.54706018655213,0.9055346041080413,-24.81906391436795,0.9405881215228786,-28.162652800862958,0.8195971346670028
199.0,0.0,1.0,-19.77166288988668,1.0,-24.199121815298266,1.0,-14.659880783628886,0.8942622208543055,-26.603801766007614,0.8454508985132935,-27.194105528965316,0.9533283417995633,-32.00095544939316,0.9037063631293771,-26.01280894341817,0.9370981845531278,-28.725601184511028,0.8045263025328449
8.0,0.0,1.0,-21.58192921728096,0.9999999999999999,-26.1793326404894,1.0,-15.483395413622983,0.8928228803366551,-28.49501682007144,0.8442729971281343,-29.175368062178862,0.9529939967696252,-34.026385206998455,0.90344105460299,-27.82140336196917,0.9373482924844853,-29.997808838407405,0.8076790781380168
155.0,0.0,1.0,-20.53855777532065,0.9999999999999999,-24.780744038313117,0.9999999999999999,-14.839710398617466,0.8970650152463021,-26.662032078462182,0.8551773612779081,-27.780543216668445,0.9517993949119806,-32.97076761751352,0.8941264484271105,-26.80274193784628,0.9336654380251863,-29.252655172153506,0.8068673145992812
187.0,0.0,1.0,-19.288773771818647,0.9999999999999999,-23.63555380732802,1.0,-14.695487783473014,0.8983609354710244,-26.447487647691577,0.8477286154765745,-26.619338366039578,0.9569032527666936,-31.169240381895257,0.9133903838545879,-25.48980694471416,0.9431361135502777,-28.812910298286457,0.8165981359805715
112.0,0.0,1.0,-19.355161231349886,0.9999999999999999,-23.874223042642093,0.9999999999999998,-14.545587082531963,0.8991494540217063,-26.405152748049634,0.8473975409741178,-26.873112488357354,0.9520878656226305,-31.647076640605707,0.8983321365199757,-25.595140338945836,0.9372727387888691,-28.267460782044182,0.8179087175844797
48.0,0.0,1.0,-23.20873497399895,1.0,-27.45324075376096,1.0,-16.269743780937155,0.8796104648307003,-29.52868432527402,0.8322587400878881,-30.46915999793027,0.9467166960695281,-35.462547113912755,0.8902263066880421,-29.50917742633613,0.9283137936221891,-32.54974366503502,0.7833606161558974
157.0,0.0,1.0,-20.980545630030498,0.9999999999999998,-25.257695285412108,0.9999999999999999,-15.634359000473422,0.8933463418921355,-28.086735388752192,0.8447562305554474,-28.255318625247646,0.9524896316731399,-32.84375327462144,0.9006541696341034,-27.219927014065206,0.9373621728761277,-30.90840388939714,0.8113157890400977
105.0,0.0,1.0,-19.209281912416035,0.9999999999999998,-23.391970263938727,0.9999999999999999,-14.594744102902656,0.9055254798860651,-25.967535573280728,0.8609447223237258,-26.36716557451056,0.9596632930146672,-31.093096173423834,0.9152471301561951,-25.393060367319812,0.9457574958590744,-28.63815774433268,0.8278111672534383
139.0,0.0,1.0,-18.979579713439673,1.0,-23.284356921164054,1.0,-14.656061329053545,0.9073902621825957,-26.230355987171844,0.8669959718482335,-26.256507956708727,0.9606453608847311,-30.80957417807009,0.91437365925646,-25.164239726304622,0.9456232119888541,-28.56106995716026,0.8287548506455088
51.0,0.0,1.0,-20.721507870252285,0.9999999999999999,-25.032627798671964,0.9999999999999999,-15.084082349357153,0.9011490290341662,-27.21084255317524,0.8587726509834109,-28.016777265578586,0.9567863463898495,-32.98744753607577,0.9077985984402005,-26.935963071197378,0.9411070891784871,-29.43228910646202,0.8190513557359937
111.0,0.0,1.0,-22.232041244360413,0.9999999999999999,-26.426636451809507,1.0,-15.918406096514321,0.8844593522585588,-28.715494832440676,0.8396961259665442,-29.43174282722121,0.9501199979768779,-34.31058274142034,0.8967188233882898,-28.507844615605848,0.9319437215081047,-31.81154969257321,0.7892900905404434
169.0,0.0,1.0,-20.78126520655728,0.9999999999999999,-25.185665348765365,1.0,-15.224503997799642,0.8965156207129455,-27.669532455035018,0.8550949652131925,-28.169517164458334,0.956881703360641,-32.94697295989439,0.9096651679119686,-27.00281996550457,0.9400373873960416,-29.71847251514972,0.8080944837004774
