time,ANG_1,VOL_1,ANG_2,VOL_2,ANG_3,VOL_3,ANG_4,VOL_4,ANG_5,VOL_5,ANG_6,VOL_6,ANG_7,VOL_7,ANG_8,VOL_8,ANG_9,VOL_9
179.0,0.0,1.0,18.457284327582528,1.0,19.594827582466834,0.9999999999999998,-2.7889584761287187,0.9719202533877114,-8.072109720416588,0.9437765548094754,16.75593290216128,1.0056980481262192,11.906588609242716,0.9819467702932579,12.546532688549375,0.9892775188184163,-1.8234113590577916,0.9342578275198465
45.0,0.0,1.0,18.03651407253927,0.9999999999999998,18.982941429138517,0.9999999999999998,-2.7727717047772176,0.972695536288876,-8.101078483201118,0.9443655838950412,16.14417315134786,1.005742792432964,11.294843848631693,0.982075918803152,12.129513725939518,0.9899035386244341,-1.74658938523805,0.9363998994737452
9.0,0.0,1.0,19.28072470795918,0.9999999999999999,20.485680679608112,1.0,-2.384678133793189,0.9725128535011633,-7.255964134922274,0.9464095492234049,17.646917757626788,1.0057446883849663,12.7977801635495,0.9820702537391272,13.370112674805688,0.9893008021396421,-1.1598539438770998,0.93454118648429
101.0,0.0,1.0,17.656935641347566,0.9999999999999998,18.75762704837588,0.9999999999999996,-3.085668356062785,0.9719330081173965,-8.426941868642373,0.943508528686261,15.918626918248076,1.0056607237603972,11.068835931017567,0.9818534262772862,11.745908669311921,0.9892316023001796,-2.537675609930631,0.9339734838228635
185.0,0.0,1.0,19.426092476848037,0.9999999999999999,20.678112398307338,0.9999999999999996,-2.4910379647695327,0.9715709622001205,-7.670293350515637,0.9439171525441843,17.83924378278242,1.0057072742820679,12.990257354820432,0.9819614527687774,13.513898213254969,0.9890369839222181,-1.1452019133388915,0.9335836314553136
98.0,0.0,1.0,17.743115311882374,0.9999999999999999,18.7772375220573,1.0,-2.799639756226836,0.9734101818972974,-7.644273517786334,0.9474924429428244,15.938433095354084,1.0057299959353776,11.088568514942207,0.9820500029277617,11.834706939096971,0.989668472309761,-2.263281893595319,0.9356256433338607
81.0,0.0,1.0,18.98647642824261,0.9999999999999999,20.226134507141403,0.9999999999999997,-2.570140654193537,0.9721718640647778,-7.5340382616661525,0.9456054956680159,17.387266961083096,1.0057076528450095,12.537931598006907,0.9819704471881006,13.074547576891314,0.9890812284004833,-1.551374955524805,0.9337333538986302
87.0,0.0,1.0,17.825585542125495,0.9999999999999999,18.960049480935794,0.9999999999999999,-2.973198121494934,0.9723027595952961,-8.093735914597863,0.9449866979679995,16.121086718664632,1.0056739499381218,11.271249495326996,0.9818904002756962,11.91441971517161,0.9892084474775219,-2.451133325956929,0.9339671881152405
24.0,0.0,1.0,18.515161094464514,0.9999999999999998,19.56949185887223,1.0,-2.7106149931089116,0.9720954028039632,-8.076373176119235,0.9435474005740279,16.730678795872755,1.005726938786704,11.881531155872583,0.9820251185655362,12.606213542003257,0.9895784873792519,-1.5472729080547263,0.9352928251208895
172.0,0.0,1.0,17.67833404437886,1.0,18.652729819150277,1.0,-2.955652700028425,0.9724803061882435,-8.321276343254073,0.9439580675816841,15.81386816174306,1.0057097372771162,10.964291421606033,0.9819885905029616,11.770205109933318,0.9897151148873626,-2.1831977879938687,0.9356786432522552
