time,ANG_1,VOL_1,ANG_2,VOL_2,ANG_3,VOL_3,ANG_4,VOL_4,ANG_5,VOL_5,ANG_6,VOL_6,ANG_7,VOL_7,ANG_8,VOL_8,ANG_9,VOL_9
12.0,0.0,1.0,18.409599146257804,0.9999999999999999,19.609602218633874,0.9999999999999997,-2.8471941581340565,0.9717900887272845,-8.061669928056066,0.9439815936862208,16.7706391323869,1.0056738352669004,11.921123452085926,0.9818813005596078,12.497445435837763,0.9890437439179602,-2.0356380908563545,0.9334626797040496
15.0,0.0,1.0,19.43535893275755,1.0,20.719126666979694,0.9999999999999998,-2.4004608576625004,0.9721775967803141,-7.255673210323708,0.9461350960984287,17.880290862608636,1.0057188886940318,13.031098224773043,0.9819973063063763,13.52306250139495,0.9890199535167074,-1.212368152373004,0.9336126380271454
5.0,0.0,1.0,18.089618856834058,0.9999999999999998,19.19130658147895,1.0,-2.830205883346636,0.9725091659354587,-7.9359152524711005,0.9452726537703171,16.352432910955837,1.0057054849500549,11.502823812250453,0.9819742308090351,12.179610670523203,0.9894015237699576,-2.096463325595052,0.9346810242379857
14.0,0.0,1.0,18.670300720901533,1.0,19.90623890946792,0.9999999999999998,-2.7461372321966335,0.9718503026339294,-7.86192744942558,0.9445287695648455,17.06729412713911,1.0056803139785648,12.21783574126229,0.9818970792159226,12.757795656819487,0.9889851782375022,-1.8649110223667633,0.9333245581746186
16.0,0.0,1.0,19.30791657610887,0.9999999999999999,20.633433941814417,0.9999999999999998,-2.6667723990730585,0.9709063949620195,-7.988920836085679,0.9425157783373492,17.79442051023975,1.0056560158596681,12.945287602182614,0.9818197935733523,13.393527101261713,0.9886711925961077,-1.46374297529657,0.9322983769123937
11.0,0.0,1.0,1.6301509377404564,0.9999999999999999,-9.415528243858878,0.9999999999999999,-5.43212157747889,0.9891958921367918,-10.034384584238092,0.9768211604320166,-9.415528243858878,0.999525200880094,-8.774163233115285,0.9827134326539255,-4.244384977139686,0.9953546978282191,-9.278827945529711,0.9610378688857432
20.0,0.0,1.0,2.545763559072072,0.9999999999999999,-8.479765629870137,0.9999999999999999,-4.978053190444626,0.9901432069709635,-9.190367674319306,0.9787100303754371,-8.479765629870135,1.0001021599545132,-7.7967941623141845,0.983426649281675,-3.32561457176557,0.9958881495098515,-8.485420377299794,0.9623844788931718
17.0,0.0,1.0,1.5114674438330682,0.9999999999999998,-9.509423632291764,0.9999999999999999,-5.425875856988699,0.9893714275865175,-10.001506329513937,0.9771998236571005,-9.509423632291764,0.9994957401410758,-8.941962301096064,0.9825078831167386,-4.3634115698421185,0.9952967719640391,-9.287552249869066,0.9612988952563241
13.0,0.0,1.0,1.854672755734553,0.9999999999999998,-9.175232871269333,0.9999999999999998,-5.328353523645475,0.9893931028247502,-9.821990572046795,0.9773009862150017,-9.175232871269333,0.9996819717788357,-8.520767359342132,0.982923923093296,-4.019101379174393,0.9954833344741909,-9.115721722704238,0.9612377193277619
18.0,0.0,1.0,2.1824361021798278,0.9999999999999999,-8.95293358466598,0.9999999999999999,-5.234052458599102,0.9894813099914589,-9.800574088801788,0.9768457023029562,-8.95293358466598,0.9997269431733585,-8.181864659095346,0.9831706289241066,-3.690177980858918,0.9956792888286418,-8.806329142904785,0.961797569614515
